page_key,doc_id,pdf_page_number,source_family_id,target_fault_classes,target_evidence_roles,max_retrieval_score
MP017:21,MP017,21,GORMAN_RUPP,bearing_or_lubrication_failure;pump_motor_misalignment;hydraulic_blockage;air_ingress_or_loss_of_prime,maintenance;symptom;cause_or_mechanism;inspection,39.0
MP018:11,MP018,11,PATTERSON_PUMP,air_ingress_or_loss_of_prime;bearing_or_lubrication_failure;hydraulic_blockage,maintenance;inspection;symptom;cause_or_mechanism,39.0
MP018:23,MP018,23,PATTERSON_PUMP,impeller_or_wear_part_damage;pump_motor_misalignment;bearing_or_lubrication_failure,inspection;maintenance;cause_or_mechanism;symptom,39.0
MP021:12,MP021,12,IDEX__VIKING_PUMP,hydraulic_blockage;air_ingress_or_loss_of_prime;pipe_or_valve_integrity_failure;cavitation;bearing_or_lubrication_failure;mechanical_seal_failure,maintenance;cause_or_mechanism;inspection;symptom,39.0
MP004:14,MP004,14,DESMI,air_ingress_or_loss_of_prime;hydraulic_blockage;cavitation;pump_motor_misalignment;bearing_or_lubrication_failure;mechanical_seal_failure,symptom;cause_or_mechanism;maintenance;inspection,38.0
MP004:8,MP004,8,DESMI,impeller_or_wear_part_damage;bearing_or_lubrication_failure;air_ingress_or_loss_of_prime;hydraulic_blockage;cavitation;dry_running_or_maintenance_induced_failure;pump_motor_misalignment;mechanical_seal_failure,inspection;maintenance;symptom;cause_or_mechanism,38.0
MP005:117,MP005,117,DESMI,impeller_or_wear_part_damage;mechanical_seal_failure,cause_or_mechanism,38.0
MP005:45,MP005,45,DESMI,cavitation;dry_running_or_maintenance_induced_failure,cause_or_mechanism;inspection;maintenance;symptom,38.0
MP005:9,MP005,9,DESMI,hydraulic_blockage;bearing_or_lubrication_failure,symptom;maintenance;inspection,38.0
MP015:24,MP015,24,SPX_FLOW__JOHNSON_PUMP,mechanical_seal_failure;impeller_or_wear_part_damage,maintenance;symptom;inspection;cause_or_mechanism,38.0
MP017:18,MP017,18,GORMAN_RUPP,hydraulic_blockage;air_ingress_or_loss_of_prime;bearing_or_lubrication_failure;pump_motor_misalignment,symptom;maintenance;inspection;cause_or_mechanism,38.0
MP018:26,MP018,26,PATTERSON_PUMP,pump_motor_misalignment;bearing_or_lubrication_failure;impeller_or_wear_part_damage;hydraulic_blockage;cavitation,cause_or_mechanism;maintenance;symptom;inspection,38.0
MP021:11,MP021,11,IDEX__VIKING_PUMP,bearing_or_lubrication_failure;mechanical_seal_failure;hydraulic_blockage;air_ingress_or_loss_of_prime;pipe_or_valve_integrity_failure;cavitation,inspection;maintenance;symptom;cause_or_mechanism,38.0
MP001:57,MP001,57,ABS,bearing_or_lubrication_failure;cavitation;pump_motor_misalignment;dry_running_or_maintenance_induced_failure,symptom;cause_or_mechanism;inspection;maintenance,37.0
MP004:15,MP004,15,DESMI,cavitation;air_ingress_or_loss_of_prime;pump_motor_misalignment;hydraulic_blockage;bearing_or_lubrication_failure;mechanical_seal_failure,symptom;inspection;maintenance;cause_or_mechanism,37.0
MP005:10,MP005,10,DESMI,hydraulic_blockage;bearing_or_lubrication_failure;cavitation;mechanical_seal_failure,symptom;maintenance;inspection,37.0
MP005:116,MP005,116,DESMI,impeller_or_wear_part_damage;mechanical_seal_failure,cause_or_mechanism,37.0
MP005:118,MP005,118,DESMI,impeller_or_wear_part_damage;mechanical_seal_failure,cause_or_mechanism,37.0
MP005:8,MP005,8,DESMI,hydraulic_blockage;bearing_or_lubrication_failure,symptom;maintenance;inspection,37.0
MP015:85,MP015,85,SPX_FLOW__JOHNSON_PUMP,impeller_or_wear_part_damage,maintenance;cause_or_mechanism,37.0
MP017:17,MP017,17,GORMAN_RUPP,bearing_or_lubrication_failure;pump_motor_misalignment;hydraulic_blockage;air_ingress_or_loss_of_prime,maintenance;symptom;cause_or_mechanism;inspection,37.0
MP018:27,MP018,27,PATTERSON_PUMP,hydraulic_blockage;cavitation;pump_motor_misalignment;bearing_or_lubrication_failure;impeller_or_wear_part_damage,cause_or_mechanism;symptom;maintenance;inspection,37.0
MP018:9,MP018,9,PATTERSON_PUMP,hydraulic_blockage;bearing_or_lubrication_failure;air_ingress_or_loss_of_prime,maintenance;inspection;symptom;cause_or_mechanism,37.0
MP021:10,MP021,10,IDEX__VIKING_PUMP,bearing_or_lubrication_failure;mechanical_seal_failure;hydraulic_blockage;air_ingress_or_loss_of_prime;pipe_or_valve_integrity_failure;cavitation,maintenance;inspection;cause_or_mechanism;symptom,37.0
MP001:56,MP001,56,ABS,bearing_or_lubrication_failure;cavitation;pump_motor_misalignment;dry_running_or_maintenance_induced_failure,symptom;cause_or_mechanism;inspection;maintenance,36.0
MP001:58,MP001,58,ABS,bearing_or_lubrication_failure;cavitation;pump_motor_misalignment;dry_running_or_maintenance_induced_failure,symptom;cause_or_mechanism;inspection;maintenance,36.0
MP004:16,MP004,16,DESMI,bearing_or_lubrication_failure;hydraulic_blockage;mechanical_seal_failure;air_ingress_or_loss_of_prime;cavitation;pump_motor_misalignment,maintenance;inspection;symptom;cause_or_mechanism,36.0
MP005:11,MP005,11,DESMI,hydraulic_blockage;bearing_or_lubrication_failure;cavitation;mechanical_seal_failure,symptom;maintenance;inspection;cause_or_mechanism,36.0
MP005:115,MP005,115,DESMI,impeller_or_wear_part_damage;mechanical_seal_failure,cause_or_mechanism,36.0
MP005:119,MP005,119,DESMI,impeller_or_wear_part_damage;mechanical_seal_failure,cause_or_mechanism,36.0
MP005:7,MP005,7,DESMI,hydraulic_blockage;bearing_or_lubrication_failure,symptom;maintenance;inspection,36.0
MP015:84,MP015,84,SPX_FLOW__JOHNSON_PUMP,impeller_or_wear_part_damage,maintenance;cause_or_mechanism,36.0
MP015:86,MP015,86,SPX_FLOW__JOHNSON_PUMP,impeller_or_wear_part_damage,maintenance;cause_or_mechanism,36.0
MP017:16,MP017,16,GORMAN_RUPP,bearing_or_lubrication_failure;pump_motor_misalignment;hydraulic_blockage;air_ingress_or_loss_of_prime,maintenance;symptom;cause_or_mechanism;inspection,36.0
MP018:28,MP018,28,PATTERSON_PUMP,pump_motor_misalignment;bearing_or_lubrication_failure;impeller_or_wear_part_damage;hydraulic_blockage;cavitation,cause_or_mechanism;maintenance;symptom;inspection,36.0
MP021:9,MP021,9,IDEX__VIKING_PUMP,bearing_or_lubrication_failure;mechanical_seal_failure;hydraulic_blockage;air_ingress_or_loss_of_prime;pipe_or_valve_integrity_failure;cavitation,inspection;maintenance;symptom;cause_or_mechanism,36.0
MP002:111,MP002,111,ABS,hydraulic_blockage,symptom;cause_or_mechanism;maintenance,35.5
MP001:55,MP001,55,ABS,bearing_or_lubrication_failure;cavitation;pump_motor_misalignment;dry_running_or_maintenance_induced_failure,symptom;cause_or_mechanism;inspection;maintenance,35.0
MP001:59,MP001,59,ABS,bearing_or_lubrication_failure;cavitation;pump_motor_misalignment;dry_running_or_maintenance_induced_failure,symptom;cause_or_mechanism;inspection;maintenance,35.0
MP005:114,MP005,114,DESMI,impeller_or_wear_part_damage;mechanical_seal_failure,cause_or_mechanism,35.0
MP005:12,MP005,12,DESMI,hydraulic_blockage;bearing_or_lubrication_failure;cavitation;mechanical_seal_failure,symptom;maintenance;inspection;cause_or_mechanism,35.0
MP005:120,MP005,120,DESMI,impeller_or_wear_part_damage;mechanical_seal_failure,cause_or_mechanism,35.0
MP005:6,MP005,6,DESMI,hydraulic_blockage;bearing_or_lubrication_failure,symptom;maintenance;inspection,35.0
MP015:87,MP015,87,SPX_FLOW__JOHNSON_PUMP,impeller_or_wear_part_damage,maintenance;cause_or_mechanism,35.0
MP015:95,MP015,95,SPX_FLOW__JOHNSON_PUMP,impeller_or_wear_part_damage,cause_or_mechanism;maintenance,35.0
MP017:15,MP017,15,GORMAN_RUPP,hydraulic_blockage;air_ingress_or_loss_of_prime;bearing_or_lubrication_failure;pump_motor_misalignment,symptom;maintenance;inspection;cause_or_mechanism,35.0
MP018:7,MP018,7,PATTERSON_PUMP,bearing_or_lubrication_failure;hydraulic_blockage;air_ingress_or_loss_of_prime,cause_or_mechanism;inspection;maintenance;symptom,35.0
MP002:110,MP002,110,ABS,hydraulic_blockage,symptom;cause_or_mechanism;maintenance,34.5
MP001:54,MP001,54,ABS,bearing_or_lubrication_failure;cavitation;pump_motor_misalignment;dry_running_or_maintenance_induced_failure,symptom;cause_or_mechanism;inspection;maintenance,34.0
MP001:60,MP001,60,ABS,bearing_or_lubrication_failure;cavitation;pump_motor_misalignment;dry_running_or_maintenance_induced_failure,symptom;cause_or_mechanism;inspection;maintenance,34.0
MP005:113,MP005,113,DESMI,impeller_or_wear_part_damage;mechanical_seal_failure,cause_or_mechanism,34.0
MP015:82,MP015,82,SPX_FLOW__JOHNSON_PUMP,impeller_or_wear_part_damage,maintenance;cause_or_mechanism,34.0
MP015:88,MP015,88,SPX_FLOW__JOHNSON_PUMP,impeller_or_wear_part_damage,maintenance;cause_or_mechanism,34.0
MP015:92,MP015,92,SPX_FLOW__JOHNSON_PUMP,impeller_or_wear_part_damage,cause_or_mechanism;maintenance,34.0
MP015:94,MP015,94,SPX_FLOW__JOHNSON_PUMP,impeller_or_wear_part_damage,cause_or_mechanism;maintenance,34.0
MP015:96,MP015,96,SPX_FLOW__JOHNSON_PUMP,impeller_or_wear_part_damage,cause_or_mechanism;maintenance,34.0
MP018:30,MP018,30,PATTERSON_PUMP,impeller_or_wear_part_damage;hydraulic_blockage;cavitation;pump_motor_misalignment;bearing_or_lubrication_failure,cause_or_mechanism;maintenance;symptom;inspection,34.0
MP018:6,MP018,6,PATTERSON_PUMP,bearing_or_lubrication_failure;hydraulic_blockage;air_ingress_or_loss_of_prime,cause_or_mechanism;inspection;maintenance;symptom,34.0
MP003:761,MP003,761,ABS,motor_electrical_drive_failure,symptom;cause_or_mechanism;maintenance,33.7613
MP002:109,MP002,109,ABS,hydraulic_blockage,symptom;cause_or_mechanism;maintenance,33.5
MP015:81,MP015,81,SPX_FLOW__JOHNSON_PUMP,impeller_or_wear_part_damage,maintenance;cause_or_mechanism,33.0
MP015:89,MP015,89,SPX_FLOW__JOHNSON_PUMP,impeller_or_wear_part_damage,cause_or_mechanism;maintenance,33.0
MP015:91,MP015,91,SPX_FLOW__JOHNSON_PUMP,impeller_or_wear_part_damage,cause_or_mechanism;maintenance,33.0
MP003:760,MP003,760,ABS,motor_electrical_drive_failure,symptom;cause_or_mechanism;maintenance,32.7613
MP003:762,MP003,762,ABS,motor_electrical_drive_failure,symptom;cause_or_mechanism;maintenance,32.7613
MP007:11,MP007,11,DESMI,mechanical_seal_failure;dry_running_or_maintenance_induced_failure;cavitation,inspection;maintenance;symptom;cause_or_mechanism,32.6004
MP002:108,MP002,108,ABS,hydraulic_blockage,symptom;cause_or_mechanism;maintenance,32.5
MP015:80,MP015,80,SPX_FLOW__JOHNSON_PUMP,impeller_or_wear_part_damage,maintenance;cause_or_mechanism,32.0
MP015:90,MP015,90,SPX_FLOW__JOHNSON_PUMP,impeller_or_wear_part_damage,cause_or_mechanism;maintenance,32.0
MP021:6,MP021,6,IDEX__VIKING_PUMP,mechanical_seal_failure;bearing_or_lubrication_failure;dry_running_or_maintenance_induced_failure,maintenance;symptom;cause_or_mechanism;inspection,32.0
MP003:759,MP003,759,ABS,motor_electrical_drive_failure,symptom;cause_or_mechanism;maintenance,31.7613
MP003:763,MP003,763,ABS,motor_electrical_drive_failure,symptom;cause_or_mechanism;maintenance,31.7613
MP007:10,MP007,10,DESMI,cavitation;mechanical_seal_failure;dry_running_or_maintenance_induced_failure,symptom;inspection;maintenance;cause_or_mechanism,31.6004
MP003:318,MP003,318,ABS,bearing_or_lubrication_failure,symptom;inspection;maintenance;cause_or_mechanism,31.5
MP003:964,MP003,964,ABS,bearing_or_lubrication_failure;motor_electrical_drive_failure,symptom;inspection;maintenance,31.5
MP015:79,MP015,79,SPX_FLOW__JOHNSON_PUMP,impeller_or_wear_part_damage,maintenance;cause_or_mechanism,31.0
MP020:7,MP020,7,INDICOR__CORNELL_PUMP,cavitation;pump_motor_misalignment;hydraulic_blockage,cause_or_mechanism;symptom;maintenance;inspection,31.0
MP021:5,MP021,5,IDEX__VIKING_PUMP,mechanical_seal_failure;bearing_or_lubrication_failure;dry_running_or_maintenance_induced_failure,maintenance;inspection;symptom;cause_or_mechanism,31.0
MP021:7,MP021,7,IDEX__VIKING_PUMP,bearing_or_lubrication_failure;mechanical_seal_failure;dry_running_or_maintenance_induced_failure,maintenance;inspection;cause_or_mechanism;symptom,31.0
MP003:758,MP003,758,ABS,motor_electrical_drive_failure,symptom;cause_or_mechanism;maintenance,30.7613
MP003:764,MP003,764,ABS,motor_electrical_drive_failure,symptom;cause_or_mechanism;maintenance,30.7613
MP007:9,MP007,9,DESMI,mechanical_seal_failure;dry_running_or_maintenance_induced_failure;cavitation,inspection;maintenance;symptom;cause_or_mechanism,30.6004
MP003:317,MP003,317,ABS,bearing_or_lubrication_failure,symptom;inspection;maintenance;cause_or_mechanism,30.5
MP003:319,MP003,319,ABS,bearing_or_lubrication_failure,symptom;inspection;maintenance;cause_or_mechanism,30.5
MP003:963,MP003,963,ABS,bearing_or_lubrication_failure;motor_electrical_drive_failure,symptom;inspection;maintenance,30.5
MP003:965,MP003,965,ABS,bearing_or_lubrication_failure,symptom;inspection;maintenance,30.5
MP019:20,MP019,20,ABB,bearing_or_lubrication_failure,symptom;cause_or_mechanism;inspection;maintenance,30.0
MP020:6,MP020,6,INDICOR__CORNELL_PUMP,cavitation;pump_motor_misalignment;hydraulic_blockage,cause_or_mechanism;symptom;maintenance;inspection,30.0
MP020:8,MP020,8,INDICOR__CORNELL_PUMP,hydraulic_blockage;cavitation;pump_motor_misalignment,cause_or_mechanism;inspection;symptom;maintenance,30.0
MP021:4,MP021,4,IDEX__VIKING_PUMP,mechanical_seal_failure;bearing_or_lubrication_failure;dry_running_or_maintenance_induced_failure,maintenance;symptom;cause_or_mechanism;inspection,30.0
MP021:8,MP021,8,IDEX__VIKING_PUMP,mechanical_seal_failure;bearing_or_lubrication_failure;dry_running_or_maintenance_induced_failure,maintenance;symptom;cause_or_mechanism;inspection,30.0
MP007:8,MP007,8,DESMI,cavitation;mechanical_seal_failure;dry_running_or_maintenance_induced_failure,symptom;inspection;maintenance;cause_or_mechanism,29.6004
MP003:316,MP003,316,ABS,bearing_or_lubrication_failure,symptom;inspection;maintenance;cause_or_mechanism,29.5
MP003:320,MP003,320,ABS,bearing_or_lubrication_failure,symptom;inspection;maintenance;cause_or_mechanism,29.5
MP003:962,MP003,962,ABS,bearing_or_lubrication_failure;motor_electrical_drive_failure,symptom;inspection;maintenance,29.5
MP003:966,MP003,966,ABS,bearing_or_lubrication_failure,symptom;inspection;maintenance,29.5
MP019:19,MP019,19,ABB,bearing_or_lubrication_failure,symptom;inspection;maintenance;cause_or_mechanism,29.0
MP020:5,MP020,5,INDICOR__CORNELL_PUMP,cavitation;hydraulic_blockage;pump_motor_misalignment,cause_or_mechanism;symptom;inspection;maintenance,29.0
MP020:9,MP020,9,INDICOR__CORNELL_PUMP,pump_motor_misalignment;cavitation;hydraulic_blockage,cause_or_mechanism;maintenance;symptom;inspection,29.0
MP021:3,MP021,3,IDEX__VIKING_PUMP,mechanical_seal_failure;dry_running_or_maintenance_induced_failure;bearing_or_lubrication_failure,maintenance;symptom;cause_or_mechanism;inspection,29.0
MP007:7,MP007,7,DESMI,cavitation;mechanical_seal_failure;dry_running_or_maintenance_induced_failure,symptom;inspection;maintenance;cause_or_mechanism,28.6004
MP003:315,MP003,315,ABS,bearing_or_lubrication_failure,symptom;inspection;maintenance;cause_or_mechanism,28.5
MP003:321,MP003,321,ABS,bearing_or_lubrication_failure,symptom;inspection;maintenance;cause_or_mechanism,28.5
MP003:961,MP003,961,ABS,motor_electrical_drive_failure;bearing_or_lubrication_failure,symptom;inspection;maintenance,28.5
MP003:967,MP003,967,ABS,bearing_or_lubrication_failure,symptom;inspection;maintenance,28.5
MP007:30,MP007,30,DESMI,impeller_or_wear_part_damage;mechanical_seal_failure,maintenance;cause_or_mechanism,28.0
MP019:18,MP019,18,ABB,bearing_or_lubrication_failure,symptom;cause_or_mechanism;inspection;maintenance,28.0
MP020:10,MP020,10,INDICOR__CORNELL_PUMP,cavitation;pump_motor_misalignment;hydraulic_blockage,cause_or_mechanism;symptom;maintenance;inspection,28.0
MP020:4,MP020,4,INDICOR__CORNELL_PUMP,cavitation,cause_or_mechanism;symptom,28.0
MP021:2,MP021,2,IDEX__VIKING_PUMP,dry_running_or_maintenance_induced_failure;mechanical_seal_failure;bearing_or_lubrication_failure,maintenance;symptom;inspection;cause_or_mechanism,28.0
MP016:4,MP016,4,XYLEM__JABSCO,cavitation;mechanical_seal_failure;impeller_or_wear_part_damage;dry_running_or_maintenance_induced_failure;hydraulic_blockage;pipe_or_valve_integrity_failure;bearing_or_lubrication_failure,maintenance;cause_or_mechanism;inspection;symptom,27.9711
MP003:960,MP003,960,ABS,motor_electrical_drive_failure;bearing_or_lubrication_failure,symptom;inspection;maintenance,27.5
MP007:29,MP007,29,DESMI,impeller_or_wear_part_damage;mechanical_seal_failure,maintenance;cause_or_mechanism,27.0
MP007:31,MP007,31,DESMI,impeller_or_wear_part_damage;mechanical_seal_failure,maintenance;cause_or_mechanism,27.0
MP019:17,MP019,17,ABB,bearing_or_lubrication_failure;hydraulic_blockage,maintenance;symptom;cause_or_mechanism;inspection,27.0
MP019:23,MP019,23,ABB,bearing_or_lubrication_failure,symptom;cause_or_mechanism;inspection;maintenance,27.0
MP020:11,MP020,11,INDICOR__CORNELL_PUMP,pump_motor_misalignment;cavitation;hydraulic_blockage,cause_or_mechanism;maintenance;symptom;inspection,27.0
MP016:3,MP016,3,XYLEM__JABSCO,cavitation;mechanical_seal_failure;impeller_or_wear_part_damage;dry_running_or_maintenance_induced_failure;hydraulic_blockage;pipe_or_valve_integrity_failure;bearing_or_lubrication_failure,maintenance;symptom;inspection;cause_or_mechanism,26.9711
MP016:5,MP016,5,XYLEM__JABSCO,pipe_or_valve_integrity_failure;bearing_or_lubrication_failure;cavitation;mechanical_seal_failure;impeller_or_wear_part_damage;dry_running_or_maintenance_induced_failure;hydraulic_blockage,symptom;inspection;maintenance;cause_or_mechanism,26.9711
MP003:959,MP003,959,ABS,motor_electrical_drive_failure;bearing_or_lubrication_failure,symptom;inspection;maintenance,26.5
MP017:9,MP017,9,GORMAN_RUPP,air_ingress_or_loss_of_prime;mechanical_seal_failure;bearing_or_lubrication_failure,maintenance;symptom;cause_or_mechanism;inspection,26.2009
MP007:28,MP007,28,DESMI,impeller_or_wear_part_damage;mechanical_seal_failure,maintenance;cause_or_mechanism,26.0
MP018:5,MP018,5,PATTERSON_PUMP,bearing_or_lubrication_failure;cavitation,cause_or_mechanism;inspection;maintenance;symptom,26.0
MP019:16,MP019,16,ABB,bearing_or_lubrication_failure;hydraulic_blockage,maintenance;symptom;inspection;cause_or_mechanism,26.0
MP020:12,MP020,12,INDICOR__CORNELL_PUMP,pump_motor_misalignment;cavitation,maintenance;inspection;cause_or_mechanism;symptom,26.0
MP016:2,MP016,2,XYLEM__JABSCO,cavitation;mechanical_seal_failure;impeller_or_wear_part_damage;dry_running_or_maintenance_induced_failure;hydraulic_blockage;pipe_or_valve_integrity_failure;bearing_or_lubrication_failure,maintenance;cause_or_mechanism;inspection;symptom,25.9711
MP016:6,MP016,6,XYLEM__JABSCO,cavitation;mechanical_seal_failure;impeller_or_wear_part_damage;dry_running_or_maintenance_induced_failure;hydraulic_blockage;pipe_or_valve_integrity_failure;bearing_or_lubrication_failure,maintenance;cause_or_mechanism;inspection;symptom,25.9711
MP003:958,MP003,958,ABS,motor_electrical_drive_failure;bearing_or_lubrication_failure,symptom;inspection;maintenance,25.5
MP017:10,MP017,10,GORMAN_RUPP,air_ingress_or_loss_of_prime;mechanical_seal_failure;bearing_or_lubrication_failure,maintenance;symptom;cause_or_mechanism;inspection,25.2009
MP017:8,MP017,8,GORMAN_RUPP,mechanical_seal_failure;air_ingress_or_loss_of_prime;bearing_or_lubrication_failure,maintenance;cause_or_mechanism;inspection;symptom,25.2009
MP007:27,MP007,27,DESMI,impeller_or_wear_part_damage;mechanical_seal_failure,maintenance;cause_or_mechanism,25.0
MP019:15,MP019,15,ABB,bearing_or_lubrication_failure;hydraulic_blockage,symptom;maintenance;inspection;cause_or_mechanism,25.0
MP016:1,MP016,1,XYLEM__JABSCO,cavitation;mechanical_seal_failure;impeller_or_wear_part_damage;dry_running_or_maintenance_induced_failure;hydraulic_blockage,maintenance;cause_or_mechanism;inspection;symptom,24.9711
MP016:7,MP016,7,XYLEM__JABSCO,bearing_or_lubrication_failure;cavitation;mechanical_seal_failure;impeller_or_wear_part_damage;dry_running_or_maintenance_induced_failure;hydraulic_blockage;pipe_or_valve_integrity_failure,maintenance;cause_or_mechanism;inspection;symptom,24.9711
MP016:15,MP016,15,XYLEM__JABSCO,cavitation,maintenance;symptom;cause_or_mechanism,24.9241
MP005:13,MP005,13,DESMI,cavitation;mechanical_seal_failure,symptom;inspection;cause_or_mechanism;maintenance,24.5
MP017:11,MP017,11,GORMAN_RUPP,air_ingress_or_loss_of_prime;mechanical_seal_failure;bearing_or_lubrication_failure,maintenance;cause_or_mechanism;symptom;inspection,24.2009
MP017:7,MP017,7,GORMAN_RUPP,air_ingress_or_loss_of_prime;mechanical_seal_failure,maintenance;symptom;cause_or_mechanism;inspection,24.2009
MP005:18,MP005,18,DESMI,mechanical_seal_failure,cause_or_mechanism;inspection;maintenance,24.0
MP017:14,MP017,14,GORMAN_RUPP,bearing_or_lubrication_failure;air_ingress_or_loss_of_prime;mechanical_seal_failure,inspection;maintenance;cause_or_mechanism;symptom,24.0
MP019:14,MP019,14,ABB,bearing_or_lubrication_failure;hydraulic_blockage,inspection;maintenance;symptom;cause_or_mechanism,24.0
MP016:8,MP016,8,XYLEM__JABSCO,pipe_or_valve_integrity_failure;bearing_or_lubrication_failure;cavitation;mechanical_seal_failure;impeller_or_wear_part_damage;dry_running_or_maintenance_induced_failure;hydraulic_blockage,symptom;inspection;maintenance;cause_or_mechanism,23.9711
MP016:14,MP016,14,XYLEM__JABSCO,cavitation,maintenance;symptom;cause_or_mechanism,23.9241
MP016:16,MP016,16,XYLEM__JABSCO,cavitation,maintenance;symptom;cause_or_mechanism,23.9241
MP004:26,MP004,26,DESMI,impeller_or_wear_part_damage,cause_or_mechanism;maintenance,23.8072
MP004:32,MP004,32,DESMI,impeller_or_wear_part_damage,cause_or_mechanism;maintenance,23.7918
MP003:863,MP003,863,ABS,motor_electrical_drive_failure,symptom;cause_or_mechanism;inspection,23.653
MP005:14,MP005,14,DESMI,mechanical_seal_failure;cavitation,symptom;cause_or_mechanism;maintenance;inspection,23.5
MP017:12,MP017,12,GORMAN_RUPP,air_ingress_or_loss_of_prime;bearing_or_lubrication_failure;mechanical_seal_failure,maintenance;symptom;cause_or_mechanism;inspection,23.2009
MP017:6,MP017,6,GORMAN_RUPP,air_ingress_or_loss_of_prime;mechanical_seal_failure,maintenance;symptom;cause_or_mechanism;inspection,23.2009
MP003:608,MP003,608,ABS,hydraulic_blockage,symptom;cause_or_mechanism;maintenance;inspection,23.1548
MP005:17,MP005,17,DESMI,mechanical_seal_failure;cavitation,cause_or_mechanism;inspection;maintenance;symptom,23.0
MP005:19,MP005,19,DESMI,mechanical_seal_failure,cause_or_mechanism;inspection;maintenance,23.0
MP017:13,MP017,13,GORMAN_RUPP,bearing_or_lubrication_failure;air_ingress_or_loss_of_prime;mechanical_seal_failure,inspection;maintenance;cause_or_mechanism;symptom,23.0
MP019:13,MP019,13,ABB,bearing_or_lubrication_failure;hydraulic_blockage,maintenance;symptom;inspection;cause_or_mechanism,23.0
MP016:9,MP016,9,XYLEM__JABSCO,bearing_or_lubrication_failure;cavitation;mechanical_seal_failure;impeller_or_wear_part_damage;dry_running_or_maintenance_induced_failure;hydraulic_blockage;pipe_or_valve_integrity_failure,maintenance;cause_or_mechanism;inspection;symptom,22.9711
MP016:13,MP016,13,XYLEM__JABSCO,cavitation,maintenance;symptom;cause_or_mechanism,22.9241
MP016:17,MP016,17,XYLEM__JABSCO,cavitation,maintenance;symptom;cause_or_mechanism,22.9241
MP004:25,MP004,25,DESMI,impeller_or_wear_part_damage,cause_or_mechanism;maintenance,22.8072
MP004:27,MP004,27,DESMI,impeller_or_wear_part_damage,cause_or_mechanism;maintenance,22.8072
MP003:893,MP003,893,ABS,cavitation,symptom;inspection;maintenance,22.7271
MP003:862,MP003,862,ABS,motor_electrical_drive_failure,symptom;cause_or_mechanism;inspection,22.653
MP003:864,MP003,864,ABS,motor_electrical_drive_failure,symptom;cause_or_mechanism;inspection,22.653
MP005:15,MP005,15,DESMI,cavitation;mechanical_seal_failure,symptom;inspection;cause_or_mechanism;maintenance,22.5
MP005:145,MP005,145,DESMI,bearing_or_lubrication_failure,maintenance;inspection,22.2791
MP005:149,MP005,149,DESMI,bearing_or_lubrication_failure,maintenance;inspection,22.2175
MP017:5,MP017,5,GORMAN_RUPP,mechanical_seal_failure;air_ingress_or_loss_of_prime,maintenance;cause_or_mechanism;inspection;symptom,22.2009
MP003:607,MP003,607,ABS,hydraulic_blockage,symptom;cause_or_mechanism;maintenance;inspection,22.1548
MP003:609,MP003,609,ABS,hydraulic_blockage,maintenance;symptom;cause_or_mechanism;inspection,22.1548
MP005:16,MP005,16,DESMI,cavitation;mechanical_seal_failure,symptom;inspection;cause_or_mechanism;maintenance,22.0
MP005:20,MP005,20,DESMI,mechanical_seal_failure;cavitation,cause_or_mechanism;inspection;maintenance;symptom,22.0
MP005:23,MP005,23,DESMI,cavitation,symptom;inspection;maintenance,22.0
MP019:12,MP019,12,ABB,bearing_or_lubrication_failure;hydraulic_blockage,symptom;maintenance;inspection;cause_or_mechanism,22.0
MP016:10,MP016,10,XYLEM__JABSCO,bearing_or_lubrication_failure;cavitation;mechanical_seal_failure;impeller_or_wear_part_damage;dry_running_or_maintenance_induced_failure;hydraulic_blockage;pipe_or_valve_integrity_failure,maintenance;cause_or_mechanism;inspection;symptom,21.9711
MP016:12,MP016,12,XYLEM__JABSCO,cavitation,maintenance;symptom;cause_or_mechanism,21.9241
MP016:18,MP016,18,XYLEM__JABSCO,cavitation,maintenance,21.9241
MP004:28,MP004,28,DESMI,impeller_or_wear_part_damage,cause_or_mechanism;maintenance,21.8072
MP004:30,MP004,30,DESMI,impeller_or_wear_part_damage,cause_or_mechanism;maintenance,21.7918
MP004:34,MP004,34,DESMI,impeller_or_wear_part_damage,cause_or_mechanism;maintenance,21.7918
MP003:892,MP003,892,ABS,cavitation,symptom;inspection;maintenance,21.7271
MP003:894,MP003,894,ABS,cavitation,symptom;inspection;maintenance,21.7271
MP003:861,MP003,861,ABS,motor_electrical_drive_failure,symptom;cause_or_mechanism;inspection,21.653
MP003:865,MP003,865,ABS,motor_electrical_drive_failure,symptom;cause_or_mechanism;inspection,21.653
MP020:15,MP020,15,INDICOR__CORNELL_PUMP,pump_motor_misalignment,maintenance;inspection,21.5
MP005:144,MP005,144,DESMI,bearing_or_lubrication_failure,maintenance;inspection,21.2791
MP005:146,MP005,146,DESMI,bearing_or_lubrication_failure,maintenance;inspection,21.2791
MP005:148,MP005,148,DESMI,bearing_or_lubrication_failure,maintenance;inspection,21.2175
MP005:150,MP005,150,DESMI,bearing_or_lubrication_failure,maintenance;inspection,21.2175
MP003:606,MP003,606,ABS,hydraulic_blockage,symptom;cause_or_mechanism;maintenance;inspection,21.1548
MP003:610,MP003,610,ABS,hydraulic_blockage,symptom;cause_or_mechanism;maintenance;inspection,21.1548
MP001:48,MP001,48,ABS,pump_motor_misalignment,symptom;inspection;cause_or_mechanism;maintenance,21.0721
